"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","userCanTransferMoneyToSomeonesAccountWithFraudCheckTest()","","2026-09-10","skipped","2026-09-10","","mock.TransferWithFraudCheckTest","mock.TransferWithFraudCheckTest","userCanTransferMoneyToSomeonesAccountWithFraudCheckTest"
"","877","userCanTransferMoneyBetweenHisAccountTest(double) [2] amount=9999.99","","2026-09-10","passed","2026-09-10","","api.iteration2.TransferTest","api.iteration2.TransferTest","userCanTransferMoneyBetweenHisAccountTest"
"","687","adminCannotCreateUserWithInvalidDataTest()","","2026-09-10","passed","2026-09-10","","ui.iteration1.CreateUserTest","ui.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","468","userCanCreateAccountTest()","","2026-09-10","passed","2026-09-10","","api.iteration1.CreateAccountTest","api.iteration1.CreateAccountTest","userCanCreateAccountTest"
"","250","userCanGenerateAuthTokenTest()","","2026-09-10","passed","2026-09-10","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCanGenerateAuthTokenTest"
"","493","userCannotDepositMoneyIntoHisAccountTest(double) [2] amount=0.0","","2026-09-10","passed","2026-09-10","","api.iteration2.DepositTest","api.iteration2.DepositTest","userCannotDepositMoneyIntoHisAccountTest"
"","4694","userCanCreateAccountTest()","","2026-09-10","passed","2026-09-10","","ui.iteration1.CreateAccountTest","ui.iteration1.CreateAccountTest","userCanCreateAccountTest"
"","1833","adminCanCreateUserTest()","","2026-09-10","passed","2026-09-10","","ui.iteration1.CreateUserTest","ui.iteration1.CreateUserTest","adminCanCreateUserTest"
"","372","adminCanLoginWithCorrectedDataTest()","","2026-09-10","passed","2026-09-10","","ui.iteration1.LoginUserTest","ui.iteration1.LoginUserTest","adminCanLoginWithCorrectedDataTest"
"","820","userCannotTransferMoneyBetweenHisAccountTest(double) [1] amount=-1.0","","2026-09-10","passed","2026-09-10","","api.iteration2.TransferTest","api.iteration2.TransferTest","userCannotTransferMoneyBetweenHisAccountTest"
"","380","userCannotUpdateNameTest(String) [6] newName=Rock Tomas3","","2026-09-10","passed","2026-09-10","","api.iteration2.UpdateNameTest","api.iteration2.UpdateNameTest","userCannotUpdateNameTest"
"","0","userCanTransferMoneyBetweenHisAccountWithFraudCheckTest(double)","","2026-09-10","skipped","2026-09-10","","mock.TransferWithFraudCheckTest","mock.TransferWithFraudCheckTest","userCanTransferMoneyBetweenHisAccountWithFraudCheckTest"
"","491","userCanDepositMoneyIntoHisAccountTest(double) [3] amount=5000.0","","2026-09-10","passed","2026-09-10","","api.iteration2.DepositTest","api.iteration2.DepositTest","userCanDepositMoneyIntoHisAccountTest"
"","591","userCanLoginWithCorrectedDataTest()","","2026-09-10","passed","2026-09-10","","ui.iteration1.LoginUserTest","ui.iteration1.LoginUserTest","userCanLoginWithCorrectedDataTest"
"","831","userCanTransferMoneyBetweenHisAccountTest(double) [1] amount=0.01","","2026-09-10","passed","2026-09-10","","api.iteration2.TransferTest","api.iteration2.TransferTest","userCanTransferMoneyBetweenHisAccountTest"
"","489","userCanDepositMoneyIntoHisAccountTest(double) [1] amount=0.01","","2026-09-10","passed","2026-09-10","","api.iteration2.DepositTest","api.iteration2.DepositTest","userCanDepositMoneyIntoHisAccountTest"
"","553","userCannotDepositMoneyIfNoAccountIsSelectedTest()","","2026-09-10","passed","2026-09-10","","ui.iteration2.DepositTest","ui.iteration2.DepositTest","userCannotDepositMoneyIfNoAccountIsSelectedTest"
"","1096","userCanTransferMoneyToSomeonesAccountTest()","","2026-09-10","passed","2026-09-10","","api.iteration2.TransferTest","api.iteration2.TransferTest","userCanTransferMoneyToSomeonesAccountTest"
"","1074","userCannotTransferMoneyBetweenHisAccountTest(double) [3] amount=10000.01","","2026-09-10","passed","2026-09-10","","api.iteration2.TransferTest","api.iteration2.TransferTest","userCannotTransferMoneyBetweenHisAccountTest"
"","525","userCannotDepositMoneyIntoHisAccountTest(double) [1] amount=-1.0","","2026-09-10","passed","2026-09-10","","api.iteration2.DepositTest","api.iteration2.DepositTest","userCannotDepositMoneyIntoHisAccountTest"
"","0","filterIsWorkingCorrectlyIfNoMatches()","","2026-09-10","skipped","2026-09-10","","ui.iteration2.TransferAgainTest","ui.iteration2.TransferAgainTest","filterIsWorkingCorrectlyIfNoMatches"
"","398","adminCanNotCreateUserWithInvalidData(String, String, String, List) [1] username=  , password=Password1!, errorKey=username, errorValues=[Username cannot be blank, Username must be between 3 and 15 characters, Username must contain only letters, digits, dashes, underscores, and dots]","","2026-09-10","passed","2026-09-10","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","97","adminCanNotCreateUserWithInvalidData(String, String, String, List) [3] username=ab%, password=Password1!, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","2026-09-10","passed","2026-09-10","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","797","userCannotTransferMoneyFromAccountThatIsLessThanAmountBeingTransferredTest()","","2026-09-10","passed","2026-09-10","","api.iteration2.TransferTest","api.iteration2.TransferTest","userCannotTransferMoneyFromAccountThatIsLessThanAmountBeingTransferredTest"
"","473","userCannotDepositMoneyToSomeoneOrToNonexistentAccountTest()","","2026-09-10","passed","2026-09-10","","api.iteration2.DepositTest","api.iteration2.DepositTest","userCannotDepositMoneyToSomeoneOrToNonexistentAccountTest"
"","500","userCanDepositMoneyIntoHisAccountTest(double) [2] amount=4999.99","","2026-09-10","passed","2026-09-10","","api.iteration2.DepositTest","api.iteration2.DepositTest","userCanDepositMoneyIntoHisAccountTest"
"","1247","userCannotTransferMoneyIfAmountIsNotFilledTest()","","2026-09-10","passed","2026-09-10","","ui.iteration2.TransferTest","ui.iteration2.TransferTest","userCannotTransferMoneyIfAmountIsNotFilledTest"
"","382","userCannotUpdateNameTest(String) [4] newName=Poll 2","","2026-09-10","passed","2026-09-10","","api.iteration2.UpdateNameTest","api.iteration2.UpdateNameTest","userCannotUpdateNameTest"
"","0","filterIsWorkingCorrectly()","","2026-09-10","skipped","2026-09-10","","ui.iteration2.TransferAgainTest","ui.iteration2.TransferAgainTest","filterIsWorkingCorrectly"
"","491","userCannotDepositMoneyIntoHisAccountTest(double) [3] amount=5000.01","","2026-09-10","passed","2026-09-10","","api.iteration2.DepositTest","api.iteration2.DepositTest","userCannotDepositMoneyIntoHisAccountTest"
"","79","adminCanGenerateAuthTokenTest()","","2026-09-10","passed","2026-09-10","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","adminCanGenerateAuthTokenTest"
"","820","userCannotTransferMoneyBetweenHisAccountTest(double) [2] amount=0.0","","2026-09-10","passed","2026-09-10","","api.iteration2.TransferTest","api.iteration2.TransferTest","userCannotTransferMoneyBetweenHisAccountTest"
"","304","userCanUpdateNameTest(String) [1] newName=John A","","2026-09-10","passed","2026-09-10","","api.iteration2.UpdateNameTest","api.iteration2.UpdateNameTest","userCanUpdateNameTest"
"","1","userCanUpdateNameTest()","","2026-09-10","skipped","2026-09-10","","ui.iteration2.UpdateNameTest","ui.iteration2.UpdateNameTest","userCanUpdateNameTest"
"","1208","userCanDepositMoneyIntoHisAccountTest()","","2026-09-10","passed","2026-09-10","","ui.iteration2.DepositTest","ui.iteration2.DepositTest","userCanDepositMoneyIntoHisAccountTest"
"","0","userCannotTransferMoneyBetweenHisAccountWithFraudCheckTest(double)","","2026-09-10","skipped","2026-09-10","","mock.TransferWithFraudCheckTest","mock.TransferWithFraudCheckTest","userCannotTransferMoneyBetweenHisAccountWithFraudCheckTest"
"","2137","userCannotTransferMoneyAgainTest()","","2026-09-10","passed","2026-09-10","","ui.iteration2.TransferAgainTest","ui.iteration2.TransferAgainTest","userCannotTransferMoneyAgainTest"
"","1852","userCannotTransferMoneyBetweenHisAccountTest()","","2026-09-10","passed","2026-09-10","","ui.iteration2.TransferTest","ui.iteration2.TransferTest","userCannotTransferMoneyBetweenHisAccountTest"
"","359","userCanUpdateNameTest(String) [2] newName=a black","","2026-09-10","passed","2026-09-10","","api.iteration2.UpdateNameTest","api.iteration2.UpdateNameTest","userCanUpdateNameTest"
"","954","userCannotUpdateNameTest()","","2026-09-10","passed","2026-09-10","","ui.iteration2.UpdateNameTest","ui.iteration2.UpdateNameTest","userCannotUpdateNameTest"
"","0","userCanTransferMoneyAgainTest()","","2026-09-10","skipped","2026-09-10","","ui.iteration2.TransferAgainTest","ui.iteration2.TransferAgainTest","userCanTransferMoneyAgainTest"
