"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1356","userCanDepositMoneyIntoHisAccountTest()","","2026-09-17","passed","2026-09-17","","ui.iteration2.DepositTest","ui.iteration2.DepositTest","userCanDepositMoneyIntoHisAccountTest"
"","1174","userCannotTransferMoneyBetweenHisAccountTest(double) [3] amount=10000.01","","2026-09-17","passed","2026-09-17","","api.iteration2.TransferTest","api.iteration2.TransferTest","userCannotTransferMoneyBetweenHisAccountTest"
"","2358","userCannotTransferMoneyBetweenHisAccountTest()","","2026-09-17","passed","2026-09-17","","ui.iteration2.TransferTest","ui.iteration2.TransferTest","userCannotTransferMoneyBetweenHisAccountTest"
"","559","userCanCreateAccountTest()","","2026-09-17","passed","2026-09-17","","api.iteration1.CreateAccountTest","api.iteration1.CreateAccountTest","userCanCreateAccountTest"
"","572","userCanDepositMoneyIntoHisAccountTest(double) [1] amount=0.01","","2026-09-17","passed","2026-09-17","","api.iteration2.DepositTest","api.iteration2.DepositTest","userCanDepositMoneyIntoHisAccountTest"
"","455","userCannotUpdateNameTest(String) [2] newName=John","","2026-09-17","passed","2026-09-17","","api.iteration2.UpdateNameTest","api.iteration2.UpdateNameTest","userCannotUpdateNameTest"
"","574","userCannotDepositMoneyIntoHisAccountTest(double) [3] amount=5000.01","","2026-09-17","passed","2026-09-17","","api.iteration2.DepositTest","api.iteration2.DepositTest","userCannotDepositMoneyIntoHisAccountTest"
"","112","adminCanNotCreateUserWithInvalidData(String, String, String, List) [3] username=ab%, password=Password1!, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","2026-09-17","passed","2026-09-17","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","147","adminCanNotCreateUserWithInvalidData(String, String, String, List) [2] username=ab, password=Password1!, errorKey=username, errorValues=[Username must be between 3 and 15 characters]","","2026-09-17","passed","2026-09-17","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","442","userCannotUpdateNameTest(String) [6] newName=Rock Tomas3","","2026-09-17","passed","2026-09-17","","api.iteration2.UpdateNameTest","api.iteration2.UpdateNameTest","userCannotUpdateNameTest"
"","572","userCannotDepositMoneyIntoHisAccountTest(double) [1] amount=-1.0","","2026-09-17","passed","2026-09-17","","api.iteration2.DepositTest","api.iteration2.DepositTest","userCannotDepositMoneyIntoHisAccountTest"
"","0","filterIsWorkingCorrectly()","","2026-09-17","skipped","2026-09-17","","ui.iteration2.TransferAgainTest","ui.iteration2.TransferAgainTest","filterIsWorkingCorrectly"
"","1478","userCannotTransferMoneyIfAmountIsNotFilledTest()","","2026-09-17","passed","2026-09-17","","ui.iteration2.TransferTest","ui.iteration2.TransferTest","userCannotTransferMoneyIfAmountIsNotFilledTest"
