"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","userCanTransferMoneyBetweenHisAccountWithFraudCheckTest(double)","","2026-09-22","skipped","2026-09-22","","mock.TransferWithFraudCheckTest","mock.TransferWithFraudCheckTest","userCanTransferMoneyBetweenHisAccountWithFraudCheckTest"
"","489","userCannotUpdateNameTest(String) [3] newName=Maria Anna Soul","","2026-09-22","passed","2026-09-22","","api.iteration2.UpdateNameTest","api.iteration2.UpdateNameTest","userCannotUpdateNameTest"
"","387","userCanUpdateNameTest(String) [2] newName=a black","","2026-09-22","passed","2026-09-22","","api.iteration2.UpdateNameTest","api.iteration2.UpdateNameTest","userCanUpdateNameTest"
"","415","adminCanNotCreateUserWithInvalidData(String, String, String, List) [1] username=  , password=Password1!, errorKey=username, errorValues=[Username cannot be blank, Username must be between 3 and 15 characters, Username must contain only letters, digits, dashes, underscores, and dots]","","2026-09-22","passed","2026-09-22","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","390","userCanUpdateNameTest(String) [1] newName=John A","","2026-09-22","passed","2026-09-22","","api.iteration2.UpdateNameTest","api.iteration2.UpdateNameTest","userCanUpdateNameTest"
"","592","userCanDepositMoneyIntoHisAccountTest(double) [2] amount=4999.99","","2026-09-22","passed","2026-09-22","","api.iteration2.DepositTest","api.iteration2.DepositTest","userCanDepositMoneyIntoHisAccountTest"
"","598","userCannotDepositMoneyIntoHisAccountTest(double) [1] amount=-1.0","","2026-09-22","passed","2026-09-22","","api.iteration2.DepositTest","api.iteration2.DepositTest","userCannotDepositMoneyIntoHisAccountTest"
"","587","userCanDepositMoneyIntoHisAccountTest(double) [3] amount=5000.0","","2026-09-22","passed","2026-09-22","","api.iteration2.DepositTest","api.iteration2.DepositTest","userCanDepositMoneyIntoHisAccountTest"
"","298","userCanGenerateAuthTokenTest()","","2026-09-22","passed","2026-09-22","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCanGenerateAuthTokenTest"
"","0","userCannotTransferMoneyBetweenHisAccountWithFraudCheckTest(double)","","2026-09-22","skipped","2026-09-22","","mock.TransferWithFraudCheckTest","mock.TransferWithFraudCheckTest","userCannotTransferMoneyBetweenHisAccountWithFraudCheckTest"
"","670","userCannotUpdateNameTest()","","2026-09-22","failed","2026-09-22","","ui.iteration2.UpdateNameTest","ui.iteration2.UpdateNameTest","userCannotUpdateNameTest"
"","642","userCannotUpdateNameTest(String) [1] newName=","","2026-09-22","passed","2026-09-22","","api.iteration2.UpdateNameTest","api.iteration2.UpdateNameTest","userCannotUpdateNameTest"
"","0","userCanUpdateNameTest()","","2026-09-22","skipped","2026-09-22","","ui.iteration2.UpdateNameTest","ui.iteration2.UpdateNameTest","userCanUpdateNameTest"
"","1166","userCanTransferMoneyBetweenHisAccountTest(double) [3] amount=10000.0","","2026-09-22","passed","2026-09-22","","api.iteration2.TransferTest","api.iteration2.TransferTest","userCanTransferMoneyBetweenHisAccountTest"
"","1025","userCanTransferMoneyBetweenHisAccountTest(double) [1] amount=0.01","","2026-09-22","passed","2026-09-22","","api.iteration2.TransferTest","api.iteration2.TransferTest","userCanTransferMoneyBetweenHisAccountTest"
"","2210","adminCanCreateUserTest()","","2026-09-22","passed","2026-09-22","","ui.iteration1.CreateUserTest","ui.iteration1.CreateUserTest","adminCanCreateUserTest"
"","422","adminCanLoginWithCorrectedDataTest()","","2026-09-22","passed","2026-09-22","","ui.iteration1.LoginUserTest","ui.iteration1.LoginUserTest","adminCanLoginWithCorrectedDataTest"
"","391","userCanCreateAccountTest()","","2026-09-22","passed","2026-09-22","","api.iteration1.CreateAccountTest","api.iteration1.CreateAccountTest","userCanCreateAccountTest"
"","487","userCannotUpdateNameTest(String) [6] newName=Rock Tomas3","","2026-09-22","passed","2026-09-22","","api.iteration2.UpdateNameTest","api.iteration2.UpdateNameTest","userCannotUpdateNameTest"
"","0","filterIsWorkingCorrectlyIfNoMatches()","","2026-09-22","skipped","2026-09-22","","ui.iteration2.TransferAgainTest","ui.iteration2.TransferAgainTest","filterIsWorkingCorrectlyIfNoMatches"
"","106","adminCanGenerateAuthTokenTest()","","2026-09-22","passed","2026-09-22","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","adminCanGenerateAuthTokenTest"
"","0","userCanTransferMoneyToSomeonesAccountWithFraudCheckTest()","","2026-09-22","skipped","2026-09-22","","mock.TransferWithFraudCheckTest","mock.TransferWithFraudCheckTest","userCanTransferMoneyToSomeonesAccountWithFraudCheckTest"
"","1356","userCannotTransferMoneyBetweenHisAccountTest(double) [1] amount=-1.0","","2026-09-22","passed","2026-09-22","","api.iteration2.TransferTest","api.iteration2.TransferTest","userCannotTransferMoneyBetweenHisAccountTest"
"","516","userCannotDepositMoneyToSomeoneOrToNonexistentAccountTest()","","2026-09-22","passed","2026-09-22","","api.iteration2.DepositTest","api.iteration2.DepositTest","userCannotDepositMoneyToSomeoneOrToNonexistentAccountTest"
"","481","userCannotUpdateNameTest(String) [5] newName=1 Rich","","2026-09-22","passed","2026-09-22","","api.iteration2.UpdateNameTest","api.iteration2.UpdateNameTest","userCannotUpdateNameTest"
"","1031","userCannotTransferMoneyFromAccountThatIsLessThanAmountBeingTransferredTest()","","2026-09-22","passed","2026-09-22","","api.iteration2.TransferTest","api.iteration2.TransferTest","userCannotTransferMoneyFromAccountThatIsLessThanAmountBeingTransferredTest"
"","686","userCannotDepositMoneyIfNoAccountIsSelectedTest()","","2026-09-22","passed","2026-09-22","","ui.iteration2.DepositTest","ui.iteration2.DepositTest","userCannotDepositMoneyIfNoAccountIsSelectedTest"
"","782","userCanCreateAccountTest()","","2026-09-22","passed","2026-09-22","","ui.iteration1.CreateAccountTest","ui.iteration1.CreateAccountTest","userCanCreateAccountTest"
"","1","userCannotTransferMoneyFromAccountThatIsLessThanAmountBeingTransferredWithFraudCheckTest()","","2026-09-22","skipped","2026-09-22","","mock.TransferWithFraudCheckTest","mock.TransferWithFraudCheckTest","userCannotTransferMoneyFromAccountThatIsLessThanAmountBeingTransferredWithFraudCheckTest"
"","114","adminCanNotCreateUserWithInvalidData(String, String, String, List) [3] username=ab%, password=Password1!, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","2026-09-22","passed","2026-09-22","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","606","userCanDepositMoneyIntoHisAccountTest(double) [1] amount=0.01","","2026-09-22","passed","2026-09-22","","api.iteration2.DepositTest","api.iteration2.DepositTest","userCanDepositMoneyIntoHisAccountTest"
"","5203","userCannotTransferMoneyIfAmountIsNotFilledTest()","","2026-09-22","passed","2026-09-22","","ui.iteration2.TransferTest","ui.iteration2.TransferTest","userCannotTransferMoneyIfAmountIsNotFilledTest"
"","2187","userCanTransferMoneyBetweenHisAccountTest()","","2026-09-22","passed","2026-09-22","","ui.iteration2.TransferTest","ui.iteration2.TransferTest","userCanTransferMoneyBetweenHisAccountTest"
"","483","userCannotUpdateNameTest(String) [4] newName=Poll 2","","2026-09-22","passed","2026-09-22","","api.iteration2.UpdateNameTest","api.iteration2.UpdateNameTest","userCannotUpdateNameTest"
"","0","userCanTransferMoneyAgainTest()","","2026-09-22","skipped","2026-09-22","","ui.iteration2.TransferAgainTest","ui.iteration2.TransferAgainTest","userCanTransferMoneyAgainTest"
"","1052","userCannotTransferMoneyBetweenHisAccountTest(double) [2] amount=0.0","","2026-09-22","passed","2026-09-22","","api.iteration2.TransferTest","api.iteration2.TransferTest","userCannotTransferMoneyBetweenHisAccountTest"
"","488","userCannotUpdateNameTest(String) [2] newName=John","","2026-09-22","passed","2026-09-22","","api.iteration2.UpdateNameTest","api.iteration2.UpdateNameTest","userCannotUpdateNameTest"
"","122","adminCanNotCreateUserWithInvalidData(String, String, String, List) [2] username=ab, password=Password1!, errorKey=username, errorValues=[Username must be between 3 and 15 characters]","","2026-09-22","passed","2026-09-22","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidData"
